Pump_ID,pump_failure_status,inspection_rating,runtime_hours,flow_rate,inlet_pressure,outlet_pressure,vibration_amplitude,bearing_temperature,motor_current,motor_voltage
PMP-002,0,3,9008.1,577.311,1.511,4.005,3.179,329.2,70.382,397.759
PMP-004,0,5,1005.8,501.685,1.445,4.241,4.83,336.705,72.986,401.425
PMP-004,0,5,1000.7,538.667,1.637,4.243,3.563,333.85,68.755,401.28
PMP-002,0,3,9001.5,536.829,1.857,4.42,3.405,,61.831,400.263
PMP-001,0,3,13006.9,622.697,1.429,3.948,4.893,336.159,65.223,397.288
PMP-003,0,4,4002.3,534.417,1.389,3.57,3.896,330.743,72.373,402.317
PMP-004,0,5,1003.7,504.925,1.537,3.864,4.058,343.725,70.766,397.626
pmp-002,0,3,9004.9,637.632,1.46,4.151,3.063,330.584,72.11,399.401
PMP-002,0,3,9006.7,530.284,1.62,4.332,3.599,334.192,70.379,398.791
PMP-004,0,5,1003.2,514.551,1.509,3.716,59.359,324.911,70.111,398.692
PMP-004,0,5,1001.0,576.039,1.445,3.737,4.316,331.444,69.849,396.452
PMP-004,0,5,1002.5,589.338,1.62,4.114,3.81,333.816,70.846,400.104
PMP-002,0,3,9009.8,632.192,1.733,4.154,4.558,326.86,68.689,399.195
PMP-001,1,3,13005.0,493.121,1.426,3.639,10.108,370.517,67.756,393.845
PMP-002,1,3,9007.0,465.988,1.53,4.062,16.066,383.971,83.686,379.707
PMP-003,0,4,4004.7,558.112,1.445,4.247,3.508,339.174,65.44,398.984
PMP-002,0,3,9001.8,505.068,1.417,3.788,3.421,323.83,73.494,401.975
PMP-002,1,3,9009.5,515.691,1.326,3.91,3.672,342.63,134.374,399.982
PMP-003,0,4,4003.7,542.778,1.585,4.123,5.523,330.113,64.534,399.76
PMP004,0,5,1003.0,493.453,1.501,4.031,4.452,341.684,74.783,401.936
PMP-003,0,4,4004.0,522.114,1.565,4.36,4.597,332.289,82.368,399.243
PMP-004,0,5,1009.3,544.106,1.559,4.075,3.449,327.537,54.797,401.467
PMP-004,0,5,1005.5,579.807,1.54,4.192,4.453,331.115,64.583,400.561
PMP-004,0,5,1008.5,502.742,1.734,4.427,5.267,334.09,65.619,398.687
PMP-003,0,4,4009.6,532.29,1.787,4.585,4.326,329.62,75.704,401.927
PMP-004,0,5,1005.9,595.596,1.672,4.143,3.358,339.494,72.594,400.053
PMP-004,0,5,1008.8,562.144,1.472,4.042,4.199,336.249,69.659,1400.256
pmp-002,0,3,9001.7,609.932,1.545,4.148,2.755,336.258,65.038,403.803
PMP-003,0,4,4004.4,492.573,1.486,4.259,4.32,344.602,65.261,400.533
PMP-003,0,4,4002.5,516.311,1.466,4.008,3.383,342.456,67.566,399.965
PMP-001,1,3,13007.2,488.766,1.615,3.833,13.592,374.137,64.944,381.13
PMP-003,0,4,4008.4,541.48,1.751,3.987,4.958,338.787,79.752,404.185
PMP-004,0,5,1008.9,549.268,1.562,4.065,3.974,335.183,66.204,398.588
PMP-002,0,3,9000.5,517.002,1.492,3.927,4.828,327.472,66.347,399.469
PMP-004,0,five,1008.6,514.471,1.223,3.89,5.045,334.819,66.517,399.317
PMP-003,0,4,4003.4,544.814,1.431,3.804,4.563,334.877,65.044,
PMP-003,0,4,4007.1,530.496,1.389,4.057,3.955,329.789,,401.961
PMP-003,0,4,4005.9,511.049,1.486,4.004,4.78,340.129,74.132,396.796
PMP-002,0,3,9003.6,528.617,1.574,4.259,3.339,346.145,73.723,395.567
PMP-004,0,5,1009.5,592.717,1.553,3.825,4.209,332.742,67.956,398.68
PMP-002,0,3,9002.3,591.164,1.537,4.029,4.02,330.457,72.784,397.985
PMP-003,0,4,4009.2,620.402,1.462,3.834,3.998,339.106,74.082,400.063
PMP-003,0,4,4004.7,613.101,1.534,4.029,4.009,335.728,72.381,398.954
PMP-004,0,five,1002.8,605.051,1.47,3.849,3.539,332.84,62.833,398.253
PMP-004,0,5,1004.3,511.127,1.481,3.807,2.04,333.728,70.062,402.712
PMP-002,0,3,9008.3,565.8,1.633,3.985,3.943,324.541,59.425,400.059
PMP-002,0,three,9007.5,570.377,1.749,4.219,4.923,337.507,64.724,401.769
PMP-002,0,3,9009.1,555.458,1.508,3.815,4.414,341.148,68.495,398.734
PMP-003,0,4,4008.2,620.457,1.477,4.214,4.609,335.674,74.67,395.863
PMP-003,0,four,4000.7,511.759,1.617,3.809,3.741,331.864,66.727,398.289
PMP-003,0,4,4005.5,464.233,1.364,3.995,5.62,337.408,71.711,398.22
PMP-002,0,3,9008.5,529.644,1.503,4.181,5.597,335.481,74.087,399.205
PMP-003,0,4,4007.5,505.79,1.448,4.024,3.423,334.379,,401.596
PMP-003,0,four,4005.7,532.655,1.608,4.179,4.581,337.9,75.543,401.939
PMP-004,0,5,1008.6,442.99,1.466,3.659,3.462,330.797,72.133,395.502
PMP-003,0,4,4003.7,481.249,1.518,4.155,4.641,340.448,70.393,401.765
PMP-004,0,5,1001.4,486.135,1.509,4.101,3.487,331.83,72.82,398.684
PMP-002,1,3,9007.1,243.014,1.513,3.643,5.492,346.71,27.5,383.924
PMP-003,0,4,4001.6,689.113,1.523,3.78,4.803,340.184,374.38,396.296
PMP-004,0,5,1008.2,606.983,1.495,3.585,5.83,338.125,64.683,403.277
PMP-002,0,3,9005.2,530.92,1.572,4.287,3.101,330.62,63.813,400.125
PMP-002,0,3,9008.2,527.922,1.421,4.05,2.931,334.227,66.615,398.405
PMP-001,0,3,13006.8,572.735,1.604,4.156,2.726,334.076,72.538,398.55
PMP-003,0,4,4001.3,540.025,1.425,3.886,4.299,328.775,63.049,400.236
PMP-004,0,5,1002.2,556.039,1.225,3.579,4.114,335.342,69.136,399.427
pmp-003,0,four,4005.3,616.321,1.622,4.113,4.265,341.614,68.378,398.02
PMP-003,0,4,4004.1,619.809,1.362,4.14,2.864,342.196,79.451,399.013
PMP-002,0,3,9008.0,521.717,1.542,4.318,4.528,331.896,69.706,400.19
PMP-004,0,five,1004.0,590.023,1.544,3.919,5.185,341.049,70.204,400.055
PMP-002,0,3,9004.5,543.973,1.507,4.259,4.071,331.616,62.505,401.561
PMP-004,0,5,1005.0,515.324,1.455,3.943,3.815,332.157,66.208,397.542
PMP-001,0,3,13001.9,579.018,1.522,3.937,3.989,1031.043,74.043,398.825
PMP-003,0,4,4007.7,506.467,1.5,4.031,4.506,330.55,68.215,400.539
PMP-001,0,3,13002.2,611.506,1.467,3.904,3.484,332.878,70.074,399.958
PMP-001,0,3,13006.6,513.437,1.616,4.377,5.582,326.282,74.105,401.246
PMP-004,0,5,1007.1,478.071,1.503,3.878,4.263,337.924,65.672,401.423
PMP-002,0,3,9009.6,600.909,1.556,4.362,3.272,329.985,68.205,398.159
PMP-004,0,5,1003.1,581.589,1.658,3.799,4.421,337.324,72.807,398.413
PMP-002,0,3,9007.9,518.105,1.32,3.939,3.116,338.811,62.722,401.792
PMP-001,0,3,13005.2,565.843,1.415,3.847,3.268,340.727,72.517,1615.363
PMP-004,0,5,1009.5,564.833,1.52,4.313,4.411,332.498,69.601,397.498
PMP-001,0,3,13003.5,622.048,1.417,3.961,3.516,328.268,66.588,399.467
PMP-002,0,three,9001.9,529.051,1.642,4.261,3.762,338.117,72.501,400.325
PMP-001,0,3,13007.5,587.274,1.468,4.184,3.86,338.757,76.802,401.336
PMP-003,0,4,4007.0,569.491,1.337,3.688,6.12,332.949,73.932,403.008
PMP-004,0,5,1002.5,677.806,1.525,3.754,5.289,330.054,65.806,396.555
PMP-001,0,3,13005.6,448.252,1.428,3.448,4.747,332.887,63.515,402.124
PMP-004,0,5,1003.7,615.227,1.51,4.408,4.433,331.912,63.277,398.819
PMP-001,0,3,13003.8,554.267,1.591,3.767,3.155,340.392,75.725,397.428
PMP-002,0,3,9001.3,561.713,1.569,4.071,4.066,334.862,64.978,402.19
PMP-002,0,3,9003.2,547.964,1.57,4.036,3.069,340.292,67.524,401.292
PMP-003,0,4,4000.1,550.416,1.514,3.761,4.267,337.71,66.39,402.638
PMP-002,0,3,9004.5,555.877,1.447,4.391,57.745,329.345,73.998,399.46
PMP_004,0,5,1000.9,587.388,1.568,4.059,5.095,1073.603,65.553,399.833
PMP-003,0,4,4003.4,542.836,1.53,4.116,3.82,330.987,78.477,401.717
PMP-002,0,3,9007.8,533.146,1.622,3.832,3.669,335.503,75.133,400.133
PMP-003,0,4,4002.8,558.506,1.24,3.883,2.836,327.213,71.491,400.986
PMP-003,0,4,4009.0,543.473,1.465,3.762,3.389,337.411,76.666,398.156
PMP-004,0,5,1000.4,479.958,1.372,3.812,5.262,332.75,67.263,399.095
PMP-001,0,3,13008.1,624.397,1.403,3.557,5.367,340.412,71.914,399.06
PMP-001,0,three,13000.7,612.473,1.318,3.92,5.32,329.181,73.17,1593.932
PMP-003,0,four,4008.1,565.618,1.536,4.043,1.778,327.845,68.309,401.028
PMP-001,0,3,13008.4,529.449,1.516,3.936,1.984,332.279,70.304,400.386
PMP-003,0,4,4000.0,579.251,1.627,3.873,5.456,330.459,73.516,399.288
PMP-003,0,four,4002.7,531.863,1.492,4.209,4.072,331.631,72.998,397.418
PMP-004,0,5,1004.9,544.97,1.492,3.8,3.559,331.344,70.525,400.113
PMP - 002,0,3,9008.6,569.904,1.525,4.043,4.06,335.708,73.074,400.103
PMP-002,0,3,9002.7,585.034,1.61,3.941,5.061,337.248,66.986,398.0
PMP-003,0,4,4007.4,590.462,1.448,4.008,4.368,333.836,67.17,403.157
PMP-003,0,4,4005.8,550.176,1.747,4.106,5.059,339.121,67.746,401.62
PMP-002,0,three,9009.5,475.968,1.418,3.919,1.893,334.745,63.042,397.974
PMP-004,0,5,1003.8,504.825,1.465,4.013,3.794,336.99,67.336,397.942
PMP-002,0,3,9005.6,677.959,1.289,3.562,3.557,334.319,75.706,397.58
PMP-003,0,4,4007.8,566.896,1.728,4.046,4.633,337.276,,399.721
PMP-004,0,5,1009.6,574.337,1.587,3.999,4.927,336.83,64.803,398.797
PMP-003,0,4,4006.0,529.332,1.488,3.939,3.191,339.088,70.208,400.973
PMP-003,0,four,4007.2,624.769,1.504,4.408,5.739,338.856,73.418,401.357
PMP-003,0,4,4004.3,494.064,1.607,4.046,4.113,331.168,67.022,400.892
PMP - 004,0,5,1009.2,556.361,1.597,3.897,4.622,333.139,62.879,398.958
PMP-001,0,3,13006.6,653.436,1.586,4.218,4.127,332.43,69.266,398.132
PMP-001,0,3,13007.8,581.64,1.472,4.308,3.396,338.499,67.883,399.056
PMP-004,0,5,1009.0,574.868,1.523,3.875,4.201,336.048,74.556,397.314
PMP-002,0,3,9008.0,508.228,1.608,4.383,2.128,330.06,74.538,400.392
PMP-004,0,5,1007.6,552.12,1.64,4.008,3.926,337.042,70.495,397.241
PMP-003,0,4,4000.2,541.554,1.478,4.051,4.503,340.048,68.907,399.054
PMP-001,0,3,13008.1,528.906,1.432,4.082,5.046,339.503,66.61,402.961
PMP-002,0,3,9006.4,560.489,1.485,3.584,3.837,334.116,76.667,397.344
PMP-001,0,3,13008.7,511.853,1.377,3.939,4.318,337.28,75.6,399.871
PMP-003,0,4,4005.8,507.836,1.485,3.76,3.111,332.35,70.601,396.796
PMP-004,0,5,1006.4,481.742,1.377,3.407,2.56,332.951,479.331,395.982
PMP-002,0,3,9009.2,467.879,1.532,3.946,4.466,326.302,77.052,403.072
PMP-001,0,3,13006.8,515.788,1.474,3.797,5.151,336.335,67.838,398.697
PMP-004,0,5,1009.9,521.358,1.596,3.751,5.369,336.449,72.343,398.414
PMP-003,0,4,4000.5,542.693,1.591,4.204,3.813,326.536,71.936,397.262
PMP-004,0,5,1007.3,553.286,1.6,4.339,4.917,339.69,71.884,401.163
PMP-002,0,3,9001.5,498.005,1.461,3.796,4.47,329.262,66.566,396.942
PMP-002,0,3,9008.0,520.974,1.304,4.029,3.179,324.777,68.76,399.115
PMP-004,0,5,1003.1,558.035,1.56,4.375,4.749,339.97,69.183,1189.393
PMP_004,0,5,1009.6,582.75,1.491,4.068,3.824,337.029,63.167,402.091
PMP-001,1,3,13003.0,542.844,1.554,3.803,12.876,364.484,83.811,396.204
PMP-003,0,4,4008.8,516.381,1.532,3.951,4.073,338.504,67.695,394.785
PMP-002,0,3,9007.5,494.303,1.455,3.59,3.788,337.313,81.658,399.586
PMP - 002,0,3,9000.2,597.465,1.368,4.041,3.448,335.748,77.914,400.419
PMP-003,0,4,4006.8,619.71,1.4,3.795,4.174,343.308,64.594,399.851
PMP-004,0,5,1001.3,557.954,1.444,3.693,4.936,331.281,74.741,395.614
PMP-003,0,4,4004.1,474.326,1.447,3.367,5.12,334.308,70.018,400.541
PMP-004,0,5,1007.7,524.378,1.464,4.146,3.066,326.933,76.215,403.064
PMP-004,0,five,1009.3,573.428,1.559,3.918,4.471,331.766,,402.264
PMP-003,0,4,4005.8,535.67,1.521,4.12,3.344,336.317,73.69,398.598
PMP-003,0,4,4001.9,529.983,1.6,4.021,4.026,326.349,73.779,398.692
PMP-002,0,3,9007.7,529.888,1.598,4.436,4.871,335.762,60.567,397.993
PMP-003,0,4,4007.1,589.014,1.547,4.316,4.133,325.68,70.588,400.289
PMP-001,0,3,13007.6,520.499,1.723,4.229,3.602,333.877,74.574,398.372
PMP-003,0,4,4003.5,557.329,1.443,4.11,3.641,341.879,69.48,402.438
PMP-003,0,4,4004.2,472.683,1.467,4.073,3.931,342.692,75.617,397.912
PMP-002,0,3,9000.1,550.792,1.588,3.771,4.311,336.637,76.526,397.094
PMP-004,0,5,1009.2,516.305,1.554,4.008,3.619,332.875,68.898,404.096
PMP-002,1,3,9003.3,514.411,1.543,4.255,6.766,341.434,136.257,385.932
PMP-001,0,three,13009.0,467.511,1.573,4.218,3.125,325.969,77.978,399.882
PMP-002,0,3,9003.2,553.813,1.391,3.816,5.16,333.136,82.183,398.212
PMP-002,0,3,9009.9,545.262,1.397,3.95,4.826,331.44,70.062,396.685
PMP-002,0,3,9000.6,550.123,1.624,3.866,2.77,338.887,66.373,400.879
PMP-004,0,5,1006.8,550.734,1.563,4.085,3.426,340.617,82.575,400.289
PMP-004,0,5,1005.3,503.083,1.524,4.494,4.121,332.907,71.769,397.719
PMP-001,0,3,13003.7,571.961,1.559,4.108,4.695,327.277,69.951,399.112
PMP-001,0,3,13006.2,496.307,1.419,4.099,3.151,332.748,70.866,401.337
PMP-002,0,3,9002.3,507.593,1.502,4.175,3.633,335.187,77.877,397.331
PMP-002,0,3,9000.8,532.854,1.382,3.927,4.507,338.03,71.805,400.293
PMP-002,0,3,9009.0,490.906,1.43,3.909,4.487,330.912,67.663,398.57
PMP-004,0,5,1009.5,588.879,1.526,3.95,3.885,334.595,78.436,400.928
PMP-002,0,3,9005.9,541.857,1.581,3.951,4.125,330.429,73.974,1434.966
PMP-001,0,3,13001.5,525.387,1.499,4.145,4.635,329.194,63.47,400.657
PMP-004,0,5,1005.8,621.932,1.391,3.751,3.572,325.719,76.317,402.287
PMP-003,0,4,4004.1,539.357,1.397,3.434,5.535,325.301,71.242,402.376
PMP-004,0,five,1000.0,572.768,1.298,3.597,3.81,332.687,75.924,400.173
PMP-004,0,5,1009.5,532.238,1.457,4.031,3.831,331.716,72.248,401.999
PMP-004,0,5,1000.2,511.433,1.497,3.795,4.366,343.845,62.08,400.11
PMP-001,1,3,13007.7,451.536,1.4,3.617,9.188,352.003,130.729,403.901
PMP-004,0,5,1004.1,559.157,1.442,3.761,4.385,332.112,71.25,396.118
PMP-001,1,3,13007.1,485.144,1.674,4.073,6.563,346.518,137.118,382.678
PMP-002,0,3,9003.2,530.28,1.401,3.895,2.626,332.166,66.915,401.181
PMP-003,0,4,4002.5,508.697,1.53,4.304,3.379,337.381,70.139,398.767
PMP-004,0,5,1002.2,481.883,1.523,3.759,3.48,339.282,64.976,402.457
PMP-002,1,3,9000.4,488.217,1.483,4.081,16.261,376.875,61.404,390.23
PMP-003,0,4,4006.7,554.933,1.572,3.852,2.159,336.114,71.127,400.175
PMP-002,0,3,9007.2,605.761,1.552,4.185,3.358,330.535,79.217,401.63
PMP-004,0,5,1004.9,527.759,1.465,3.837,2.992,329.93,70.733,398.641
PMP-001,0,3,13005.8,516.359,1.325,4.323,4.002,333.408,66.691,399.471
PMP-001,0,3,13003.3,548.794,1.514,4.153,3.696,335.393,66.04,401.398
PMP-003,0,4,4007.7,592.086,1.58,4.258,5.642,339.633,72.066,398.421
PMP-003,0,4,4001.5,545.786,1.595,4.045,3.648,341.26,71.44,401.117
PMP-002,0,3,9007.3,526.02,1.611,3.926,,341.23,66.413,401.845
PMP-004,0,5,1006.3,507.259,1.479,3.714,4.403,325.226,63.11,402.28
PMP-002,0,3,9004.6,558.318,1.401,3.893,2.905,337.478,65.411,396.267
PMP-001,0,3,13009.9,549.424,1.428,3.948,4.495,332.481,65.983,400.957
PMP-002,0,3,9005.4,563.588,1.421,4.026,6.146,330.238,67.83,400.731
PMP-002,0,3,9002.3,506.053,1.514,3.886,3.376,325.186,75.373,399.527
PMP-002,0,3,9008.3,546.851,1.461,4.04,2.563,344.586,75.227,400.416
PMP-003,0,4,4007.1,544.424,1.386,3.938,5.279,339.323,76.471,396.842
PMP-002,0,3,9002.5,603.924,1.697,4.383,3.36,331.747,68.61,400.653
PMP-003,0,4,4007.9,556.712,1.669,4.226,2.972,337.142,73.35,399.883
PMP-003,0,4,4005.1,628.647,1.443,3.863,5.196,331.838,68.61,400.489
PMP-004,0,5,1007.2,565.653,1.425,4.101,2.252,328.441,72.03,400.772
PMP-003,0,4,4000.7,559.678,1.427,4.203,4.804,332.219,73.298,403.442
PMP-003,0,4,4002.9,581.358,1.334,3.774,,327.611,77.51,400.535
PMP-002,0,three,9009.6,549.712,1.613,4.277,4.687,336.077,77.204,399.062
PMP-004,0,5,1009.6,482.561,1.597,4.256,2.952,341.027,68.425,399.212
PMP-003,0,4,4005.3,575.077,1.414,3.612,5.619,331.479,64.683,397.423
PMP - 003,0,4,4005.2,583.189,1.613,4.372,1.826,339.512,72.125,398.545
PMP-002,0,3,9000.3,498.469,1.605,4.172,4.298,335.221,66.483,399.583
PMP-004,0,5,1004.2,608.684,1.496,3.993,3.989,340.086,68.252,
PMP-002,0,3,9006.2,535.657,1.45,3.79,2.936,336.939,70.409,401.06
PMP-001,0,three,13009.6,495.933,1.336,3.816,6.062,334.846,61.095,400.09
PMP-002,0,3,9009.9,577.988,1.385,3.775,3.519,343.775,66.716,399.227
PMP-001,1,3,13005.6,486.149,1.528,4.003,16.187,374.397,80.622,382.528
PMP-003,0,4,4001.5,626.584,1.514,4.138,3.778,335.806,74.14,398.388
PMP002,0,3,9003.7,590.537,1.611,3.947,3.583,329.05,74.094,405.063
PMP-002,0,3,9001.0,599.479,1.577,4.158,2.195,345.195,68.885,399.029
PMP-004,0,5,1002.3,584.025,1.658,4.011,5.147,336.139,70.063,398.844
PMP-002,0,3,9004.3,539.921,1.471,4.095,4.24,327.476,64.927,399.932
PMP-002,0,3,9003.0,476.664,1.672,4.497,3.522,334.154,504.191,400.654
PMP-003,0,4,4001.2,510.284,1.596,3.934,3.036,340.836,70.828,398.68
PMP-004,0,5,1004.8,638.648,1.426,3.94,4.461,339.023,80.642,402.507
PMP-003,0,4,4008.6,558.704,1.616,4.087,1.964,335.758,64.187,400.766
PMP-004,0,5,1008.1,560.288,1.432,4.315,3.333,332.992,77.716,398.374
PMP-001,0,3,13003.6,581.284,1.491,3.952,3.871,339.402,63.311,399.791
pmp-004,0,5,1005.8,614.788,1.495,4.205,3.057,338.546,62.658,399.526
PMP003,0,4,4005.8,570.853,1.653,3.852,5.134,337.785,61.996,398.539
PMP-003,0,4,4006.7,554.32,1.635,4.112,5.72,334.758,71.697,1269.8
PMP-004,0,5,1004.3,626.7,1.385,3.867,3.897,332.154,66.185,403.972
PMP-002,1,three,9009.5,513.705,1.376,3.885,16.839,373.733,90.475,390.322
PMP-002,0,3,9005.6,549.91,1.52,3.986,5.747,336.574,68.974,397.148
PMP-002,0,three,9005.5,522.613,1.499,3.748,5.396,332.869,70.723,398.752
PMP-001,0,3,13007.5,546.496,1.364,3.792,4.873,335.201,70.365,400.344
PMP-004,0,5,1005.1,513.883,1.514,3.877,2.959,336.486,69.51,397.554
PMP-002,0,3,9008.0,533.409,1.5,4.09,5.327,331.401,64.099,403.908
PMP-004,0,5,1007.2,486.667,1.383,3.971,3.906,326.954,67.32,397.715
PMP-004,0,five,1006.7,555.378,1.382,3.796,5.045,344.27,71.333,395.882
PMP-004,0,5,1005.1,542.243,1.567,3.891,4.204,347.245,67.101,397.062
PMP-002,0,3,9003.4,438.531,1.533,4.241,4.054,346.784,70.379,399.573
PMP-002,0,3,9001.6,593.691,1.51,4.111,5.247,332.77,75.738,398.702
PMP-002,0,3,9000.5,615.135,1.406,3.754,5.312,342.534,70.947,401.733
PMP-004,0,5,1004.4,497.453,1.549,3.995,2.098,331.316,57.832,400.647
PMP-004,0,5,1001.6,599.044,1.532,4.027,4.172,337.124,361.81,398.204
PMP-004,0,5,1009.4,574.376,1.578,4.354,4.793,341.459,68.815,400.932
PMP-003,0,4,4009.9,518.285,1.416,3.783,3.614,337.88,71.734,400.435
PMP-004,0,5,1007.3,485.383,1.447,3.998,4.322,336.744,66.044,400.483
PMP-002,0,3,9002.0,509.893,1.615,4.396,3.66,322.385,65.474,401.746
PMP_001,0,3,13004.3,565.89,1.544,4.077,3.884,335.942,65.837,400.609
PMP-002,0,3,9000.1,571.063,1.486,3.882,3.86,337.609,81.321,400.175
PMP-003,0,four,4007.7,505.075,1.456,4.156,3.346,326.528,68.573,400.69
PMP-003,0,4,4000.8,547.394,1.758,4.392,2.258,328.669,65.019,398.944
PMP-003,0,4,4000.6,593.113,1.671,3.969,4.612,336.909,67.559,404.76
PMP-003,0,4,4004.0,626.087,1.586,3.917,5.332,323.748,74.545,403.573
PMP-004,0,5,1002.1,643.318,1.615,4.294,3.994,331.743,78.705,403.4
PMP-004,1,5,1003.3,459.255,1.635,4.451,47.337,333.762,136.267,
PMP-002,0,3,9009.8,578.989,1.675,4.373,3.525,338.917,67.28,403.432
PMP-004,0,5,1008.1,524.333,1.682,4.141,3.648,336.464,70.61,397.64
PMP-004,0,5,1007.7,534.036,1.616,4.206,4.35,334.741,461.502,397.735
PMP-003,0,4,4002.7,555.19,1.462,4.117,5.085,332.449,76.221,401.759
PMP-003,0,4,4001.6,509.05,1.535,4.221,3.085,334.479,67.894,399.31
PMP-004,0,5,1009.7,553.351,1.417,3.916,3.931,330.519,73.272,401.411
PMP-001,0,3,13006.9,548.228,1.47,3.905,4.084,327.26,71.858,396.576
PMP-003,0,4,4001.2,536.561,1.476,4.087,4.008,340.912,80.453,400.715
PMP-003,0,4,4000.7,503.474,1.306,4.016,3.506,345.411,72.877,401.63
PMP-002,0,3,9008.0,518.014,1.672,4.212,40.546,335.334,83.449,399.666
PMP-003,0,4,4006.5,527.479,1.527,4.245,5.644,330.08,73.22,398.966
PMP-004,0,5,1004.5,586.952,1.603,4.214,2.456,333.564,63.23,398.623
PMP-003,0,4,4003.5,547.074,1.646,4.37,3.369,333.885,79.411,398.917
PMP-002,0,3,9009.0,554.186,1.569,3.706,4.213,331.619,76.857,397.482
PMP-004,0,5,1003.4,599.694,1.496,3.74,3.681,333.941,70.788,398.147
PMP-002,0,three,9008.4,519.855,1.453,3.901,4.362,349.021,76.904,399.348
PMP-003,0,4,4005.9,556.544,1.494,4.125,,332.934,75.458,398.858
PMP-002,0,3,9000.7,508.999,1.487,3.664,4.711,333.65,74.727,398.519
PMP-004,0,5,1006.6,607.339,1.571,3.948,4.614,337.367,73.541,398.708
PMP-002,1,3,9006.6,515.411,1.438,4.026,51.214,374.642,72.145,397.183
PMP-001,0,3,13000.6,525.194,1.423,3.881,4.971,330.945,68.049,400.811
PMP-002,0,3,9000.5,541.955,1.421,4.293,4.372,338.379,73.205,397.549
PMP-003,0,4,4007.5,561.533,1.614,3.94,2.949,334.677,64.718,401.148
PMP-002,0,3,9000.3,585.547,1.39,3.817,3.544,337.521,74.353,398.857
PMP-003,0,4,4006.0,557.206,1.379,3.784,5.325,337.792,67.753,399.407
PMP-002,0,3,9007.6,560.689,1.404,4.049,5.108,330.419,70.208,399.909
PMP-002,0,3,9005.0,549.041,1.565,4.123,38.405,329.466,71.996,401.084
PMP-003,0,4,4000.3,494.509,1.637,4.009,3.742,334.953,75.041,399.263
PMP-003,0,4,4004.9,644.586,1.585,3.993,4.825,337.975,71.283,400.904
PMP-003,0,4,4001.5,476.521,1.453,3.823,4.229,327.142,69.866,399.252
PMP-003,0,4,4000.9,545.208,1.536,4.18,4.641,334.472,69.739,399.178
PMP-004,0,5,1004.8,536.43,1.65,3.998,3.277,339.117,66.596,399.084
PMP-003,0,4,4007.8,561.713,1.499,3.974,3.683,335.476,70.249,400.046
PMP002,0,3,9009.3,596.961,1.347,3.675,4.379,336.657,71.627,400.243
PMP-004,0,5,1000.3,520.219,1.535,3.706,2.762,334.411,71.051,400.992
PMP-002,0,3,9000.3,575.488,1.441,3.932,2.82,346.505,69.907,397.14
PMP-001,0,3,13005.7,467.671,1.481,3.903,4.507,334.467,,400.521
PMP-003,0,4,4003.6,560.028,1.574,4.115,4.465,339.954,57.605,397.591
PMP-004,0,5,1003.4,554.926,1.39,3.816,3.683,334.978,61.086,401.931
PMP-002,0,3,9001.4,496.379,1.287,3.743,3.219,328.109,80.532,403.796
PMP-002,0,3,9007.5,572.098,1.517,4.196,5.037,328.136,65.162,398.774
PMP-004,0,5,1001.9,529.881,1.428,3.85,5.228,335.891,68.119,400.802
PMP-002,0,3,9007.3,590.95,1.474,3.814,4.947,333.323,69.965,398.885
PMP-002,0,3,9006.9,562.201,1.588,3.574,4.421,334.583,66.903,402.687
PMP-003,0,4,4006.0,584.956,1.444,3.731,3.814,339.78,74.036,400.302
PMP-003,0,4,4007.7,500.289,1.478,3.841,4.617,337.191,71.283,404.499
PMP-004,0,5,1009.2,494.65,1.559,4.215,5.029,334.269,61.907,403.52
PMP-003,0,4,4007.4,540.27,1.633,3.903,4.745,339.739,77.913,397.543
PMP-002,0,3,9004.7,511.529,1.424,3.655,3.944,336.687,81.842,400.749
PMP-003,0,4,4009.9,542.177,1.399,3.893,4.836,333.505,64.365,401.94
PMP-004,0,5,1009.5,557.28,1.495,3.687,3.011,340.988,67.422,401.575
PMP-003,0,4,4009.2,522.07,1.444,3.824,4.323,328.604,64.606,399.899
PMP-003,0,4,4008.6,438.816,1.393,4.049,5.016,332.67,64.179,400.746
PMP-004,0,5,1005.2,538.612,1.431,3.801,2.786,336.611,80.369,400.369
PMP-003,0,4,4005.0,549.732,1.429,4.182,4.555,327.241,74.268,399.875
PMP-003,0,4,4004.6,594.832,1.52,4.002,4.531,338.993,69.667,400.583
PMP-002,0,3,9003.5,546.897,1.647,4.211,3.675,335.054,71.19,399.323
PMP-003,0,4,4004.9,536.846,1.468,3.96,2.694,337.487,68.427,398.612
PMP-001,0,3,13003.7,548.832,1.373,3.737,4.396,331.281,65.156,399.577
PMP-003,0,4,4004.0,587.386,1.588,4.257,3.602,335.892,73.25,400.407
PMP-004,0,5,1009.5,574.652,1.59,4.229,2.959,342.352,69.503,401.062
PMP-003,0,4,4000.2,582.48,1.537,4.353,3.956,338.118,55.531,400.478
PMP-003,0,4,4006.8,500.027,1.473,3.793,3.396,336.829,72.708,400.493
PMP-003,0,4,4000.0,646.243,1.433,4.089,3.592,333.286,67.473,401.505
PMP-004,0,5,1005.1,567.3,1.586,4.216,3.261,332.951,74.016,400.718
PMP-002,1,3,9004.6,499.252,1.554,3.861,2.902,347.013,140.406,388.599
PMP-002,0,three,9009.9,580.481,1.44,3.675,3.486,328.327,64.918,399.016
PMP-002,0,3,9008.0,568.628,1.651,4.394,4.141,331.909,71.074,400.286
