UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,Inspectors
652,L47831,L,297.6,309.1,1503,38.9,157.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""night"", ""date"": ""2024-10-17"", ""all_passed"": true}"
655,L47834,L,297.8,309.2,1683,30.9,163.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-04-02"", ""all_passed"": true}"
656,L47835,L,297.7,309.1,1435,38.8,165.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""night"", ""date"": ""2024-11-16"", ""all_passed"": true}"
659,L47838,L,297.7,309.1,1562,36.8,172.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""swing"", ""date"": ""2024-10-21"", ""all_passed"": true}"
660,L47839,L,297.6,309.1,1449,49.1,174.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""swing"", ""date"": ""2024-09-22"", ""all_passed"": false}"
677,H30090,H,297.9,309.2,1577,34.7,5.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-01-06"", ""all_passed"": true}"
682,M15541,M,297.7,309.0,1656,33.2,20.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-02-22"", ""all_passed"": false}"
694,L47873,L,297.7,309.1,1477,38.3,60.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-03-24"", ""all_passed"": true}"
695,L47874,L,297.6,309.1,1394,50.0,62.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""night"", ""date"": ""2024-02-18"", ""all_passed"": true}"
700,H30113,H,297.5,308.7,1416,39.2,74.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-08-18"", ""all_passed"": true}"
703,M15562,M,297.7,308.9,1531,48.3,84.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""swing"", ""date"": ""2024-10-16"", ""all_passed"": true}"
723,L47902,L,297.5,308.9,1427,44.7,135.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""swing"", ""date"": ""2024-07-15"", ""all_passed"": true}"
731,M15590,M,297.3,308.6,1471,50.7,157.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""night"", ""date"": ""2024-04-03"", ""all_passed"": true}"
749,H30162,H,296.7,308.1,1528,46.3,203.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-11-16"", ""all_passed"": true}"
751,L47930,L,296.7,308.0,1535,36.8,210.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""day"", ""date"": ""2024-08-05"", ""all_passed"": true}"
755,M15614,M,296.9,308.1,1483,44.3,219.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""night"", ""date"": ""2024-01-13"", ""all_passed"": false}"
773,H30186,H,296.8,308.0,1453,51.0,24.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""swing"", ""date"": ""2024-09-19"", ""all_passed"": true}"
783,L47962,L,296.8,307.9,1698,30.8,48.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-12-06"", ""all_passed"": true}"
787,L47966,L,296.9,308.1,1741,28.8,60.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-01-16"", ""all_passed"": true}"
804,H30217,H,296.9,307.8,1549,37.8,104.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-07-03"", ""all_passed"": true}"
820,L47999,L,296.8,307.6,1398,46.7,144.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-05-02"", ""all_passed"": true}"
823,M15682,M,296.7,307.6,1547,34.7,150.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Iqbal"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-08-11"", ""all_passed"": true}"
824,M15683,M,296.6,307.5,1482,39.9,153.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""day"", ""date"": ""2024-02-22"", ""all_passed"": true}"
827,L48006,L,296.5,307.2,1481,38.2,160.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-10-14"", ""all_passed"": true}"
833,L48012,L,296.6,307.4,1521,38.6,173.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-09-08"", ""all_passed"": true}"
837,L48016,L,296.6,307.4,1368,45.1,185.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-09-21"", ""all_passed"": false}"
841,L48020,L,296.6,307.5,1582,37.9,197.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner""], ""shift"": ""swing"", ""date"": ""2024-12-10"", ""all_passed"": true}"
846,L48025,L,296.3,307.3,1439,41.5,208.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer""], ""shift"": ""day"", ""date"": ""2024-10-18"", ""all_passed"": true}"
850,H30263,H,296.4,307.4,1586,35.5,0.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-01-05"", ""all_passed"": true}"
857,L48036,L,296.1,307.1,1898,22.7,20.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-09-04"", ""all_passed"": false}"
860,H30273,H,296.2,307.0,1542,40.6,28.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""day"", ""date"": ""2024-12-12"", ""all_passed"": false}"
865,M15724,M,296.0,306.7,2044,22.3,48.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen""], ""shift"": ""day"", ""date"": ""2024-02-06"", ""all_passed"": true}"
874,L48053,L,295.9,306.4,1892,21.7,72.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""night"", ""date"": ""2024-04-16"", ""all_passed"": false}"
877,L48056,L,295.7,306.3,1915,22.4,79.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""night"", ""date"": ""2024-04-03"", ""all_passed"": true}"
878,M15737,M,295.6,306.2,1584,33.6,81.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""night"", ""date"": ""2024-10-20"", ""all_passed"": true}"
883,M15742,M,295.7,306.2,1739,25.9,94.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner""], ""shift"": ""swing"", ""date"": ""2024-08-09"", ""all_passed"": true}"
884,L48063,L,295.7,306.3,1490,34.3,97.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-06-10"", ""all_passed"": true}"
886,L48065,L,295.7,306.2,1397,52.0,101.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-02-16"", ""all_passed"": true}"
894,M15753,M,295.7,306.2,1423,42.5,121.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois""], ""shift"": ""night"", ""date"": ""2024-12-18"", ""all_passed"": true}"
896,M15755,M,295.6,306.2,1435,51.6,126.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""day"", ""date"": ""2024-12-06"", ""all_passed"": true}"
903,L48082,L,295.6,306.1,1383,48.7,147.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-09-06"", ""all_passed"": true}"
912,M15771,M,295.6,306.1,1490,42.7,171.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-06-22"", ""all_passed"": true}"
915,M15774,M,295.4,305.9,1518,40.6,178.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-07-14"", ""all_passed"": false}"
916,M15775,M,295.4,305.8,1526,38.2,181.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-03-26"", ""all_passed"": true}"
917,M15776,M,295.3,305.8,1589,36.2,184.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-02-23"", ""all_passed"": true}"
919,M15778,M,295.3,305.7,1473,38.5,189.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-06-02"", ""all_passed"": true}"
920,L48099,L,295.4,305.8,1407,50.7,192.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-11-21"", ""all_passed"": true}"
922,H30335,H,295.5,305.9,1593,37.2,197.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-10-30"", ""all_passed"": true}"
923,M15782,M,295.5,305.9,1380,52.4,202.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-06-17"", ""all_passed"": true}"
926,H30339,H,295.6,306.1,1623,30.9,210.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-06-30"", ""all_passed"": true}"
929,L48108,L,295.6,306.0,1949,21.9,5.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-02-11"", ""all_passed"": true}"
935,M15794,M,295.5,306.0,1326,50.8,18.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""night"", ""date"": ""2024-05-23"", ""all_passed"": true}"
941,L48120,L,295.6,306.2,1443,48.9,33.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""night"", ""date"": ""2024-08-02"", ""all_passed"": false}"
944,M15803,M,295.6,306.2,1477,45.0,40.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""night"", ""date"": ""2024-09-01"", ""all_passed"": true}"
952,H30365,H,295.6,306.3,1509,35.8,60.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-05-28"", ""all_passed"": true}"
954,L48133,L,295.5,306.1,1650,32.8,67.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-05-16"", ""all_passed"": true}"
965,L48144,L,295.7,306.5,1737,26.2,97.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson""], ""shift"": ""night"", ""date"": ""2024-05-08"", ""all_passed"": true}"
967,M15826,M,295.8,306.5,1641,32.2,101.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-07-20"", ""all_passed"": true}"
968,M15827,M,295.9,306.6,1532,38.6,104.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner""], ""shift"": ""swing"", ""date"": ""2024-02-26"", ""all_passed"": true}"
976,M15835,M,296.0,306.6,1628,36.8,121.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson""], ""shift"": ""day"", ""date"": ""2024-07-24"", ""all_passed"": true}"
982,L48161,L,296.2,306.8,1655,31.1,136.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""day"", ""date"": ""2024-01-25"", ""all_passed"": true}"
988,M15847,M,296.3,307.1,1534,33.8,151.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-11-05"", ""all_passed"": true}"
989,H30402,H,296.3,307.1,1774,25.9,154.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""swing"", ""date"": ""2024-10-20"", ""all_passed"": true}"
992,M15851,M,296.1,307.0,1523,42.0,164.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-10-03"", ""all_passed"": false}"
994,M15853,M,296.1,307.1,1485,36.0,169.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-03-07"", ""all_passed"": true}"
1003,L48182,L,296.3,307.2,1646,35.0,192.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Keller"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-01-28"", ""all_passed"": true}"
1005,H30418,H,296.3,307.2,1424,42.0,196.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-04-17"", ""all_passed"": true}"
1006,L48185,L,296.2,307.2,1382,52.0,201.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-08-23"", ""all_passed"": true}"
1025,L48204,L,296.2,307.3,1711,29.9,42.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-03-03"", ""all_passed"": true}"
1031,L48210,L,296.3,307.4,1760,28.4,56.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""day"", ""date"": ""2024-02-21"", ""all_passed"": true}"
1034,H30447,H,296.4,307.5,1556,38.0,62.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-02-02"", ""all_passed"": true}"
1036,L48215,L,296.4,307.4,1403,48.4,70.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Hofmann"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-11-29"", ""all_passed"": true}"
1039,L48218,L,296.6,307.6,1498,41.1,80.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Dubois""], ""shift"": ""night"", ""date"": ""2024-05-07"", ""all_passed"": true}"
1040,L48219,L,296.7,307.7,1524,36.8,82.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Iqbal"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-07-01"", ""all_passed"": true}"
1046,H30459,H,296.4,307.5,1403,52.8,94.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""day"", ""date"": ""2024-10-04"", ""all_passed"": true}"
1055,H30468,H,296.8,307.8,1627,30.5,117.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-07-05"", ""all_passed"": true}"
1058,L48237,L,296.8,307.8,1573,36.4,126.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""swing"", ""date"": ""2024-11-05"", ""all_passed"": true}"
1065,M15924,M,296.8,307.9,1409,44.3,145.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson""], ""shift"": ""day"", ""date"": ""2024-04-22"", ""all_passed"": true}"
1066,L48245,L,296.8,307.9,1718,25.2,148.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-01-07"", ""all_passed"": true}"
1071,M15930,M,296.9,307.8,1477,37.2,160.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-04-20"", ""all_passed"": true}"
1073,M15932,M,297.0,307.9,1414,46.2,165.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-02-22"", ""all_passed"": true}"
1081,L48260,L,297.0,307.8,1774,28.0,188.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-11-11"", ""all_passed"": true}"
1082,L48261,L,297.0,307.8,1521,40.2,190.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-04-22"", ""all_passed"": false}"
1083,H30496,H,297.1,307.9,1420,39.8,192.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-06-15"", ""all_passed"": true}"
1088,H30501,H,296.9,307.8,1549,35.8,206.0,1,Tool Wear Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""day"", ""date"": ""2024-05-09"", ""all_passed"": true}"
1090,M15949,M,296.9,307.7,2008,17.5,3.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""swing"", ""date"": ""2024-06-16"", ""all_passed"": true}"
1092,L48271,L,297.0,307.7,1447,46.4,8.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-06-16"", ""all_passed"": true}"
1094,M15953,M,296.8,307.5,1443,39.2,13.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""day"", ""date"": ""2024-04-14"", ""all_passed"": true}"
1102,H30515,H,296.7,307.5,1607,33.6,38.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-01-19"", ""all_passed"": true}"
1110,L48289,Low,296.6,307.5,1557,35.1,60.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-12-06"", ""all_passed"": true}"
1115,H30528,H,296.4,307.3,1540,37.4,75.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-03-29"", ""all_passed"": false}"
1120,L48299,L,296.5,307.5,1340,59.1,89.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-08-21"", ""all_passed"": false}"
1126,M15985,M,296.7,307.8,1375,51.4,108.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-02-21"", ""all_passed"": true}"
1128,M15987,M,296.7,307.8,1672,32.4,113.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Jensen"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-05-19"", ""all_passed"": true}"
1130,L48309,L,296.7,307.9,1690,29.6,119.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-10-19"", ""all_passed"": true}"
1132,L48311,L,296.8,307.9,1489,33.4,123.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-10-24"", ""all_passed"": false}"
1137,L48316,L,296.9,307.8,1557,38.1,135.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""night"", ""date"": ""2024-10-03"", ""all_passed"": true}"
1146,L48325,L,297.0,307.8,1553,33.3,155.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-07-27"", ""all_passed"": false}"
1150,L48329,L,297.2,308.1,1446,38.5,164.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Chen""], ""shift"": ""day"", ""date"": ""2024-03-16"", ""all_passed"": true}"
1153,L48332,L,297.1,307.9,1507,38.3,170.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""day"", ""date"": ""2024-06-06"", ""all_passed"": true}"
1154,H30567,H,297.0,307.9,1448,,172.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-10-11"", ""all_passed"": true}"
1156,H30569,H,297.0,307.9,1846,27.3,179.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-04-09"", ""all_passed"": true}"
1158,L48337,L,297.0,307.8,1583,37.2,189.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Iqbal"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-08-20"", ""all_passed"": true}"
1161,H30574,H,297.0,307.7,1834,23.8,195.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Jensen"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-09-04"", ""all_passed"": true}"
1163,L48342,L,296.9,307.8,1400,57.1,202.0,1,Overstrain Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-04-09"", ""all_passed"": true}"
1167,M16026,M,297.1,308.1,1506,37.7,210.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Gupta"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-11-28"", ""all_passed"": true}"
1172,H30585,H,297.0,308.1,1517,41.4,222.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Gupta"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-12-15"", ""all_passed"": true}"
1181,H30594,H,297.3,308.4,1531,35.6,16.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-07-05"", ""all_passed"": true}"
1182,L48361,L,297.2,308.3,1379,52.1,21.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-02-18"", ""all_passed"": true}"
1190,M16049,M,297.2,308.3,1794,27.5,38.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-08-28"", ""all_passed"": true}"
1194,L48373,L,297.1,308.2,1347,50.8,49.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-12-09"", ""all_passed"": true}"
1204,H30617,H,297.0,308.1,1410,47.6,79.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois""], ""shift"": ""swing"", ""date"": ""2024-01-09"", ""all_passed"": true}"
1206,L48385,L,296.8,308.0,1371,54.5,86.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer""], ""shift"": ""day"", ""date"": ""2024-11-23"", ""all_passed"": true}"
1213,L48392,L,296.9,307.9,1359,56.5,110.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-11-14"", ""all_passed"": true}"
1221,L48400,L,297.0,308.2,1577,29.4,130.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-12-26"", ""all_passed"": true}"
1223,L48402,L,297.0,308.3,1399,59.0,135.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""night"", ""date"": ""2024-08-27"", ""all_passed"": true}"
