UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,Inspectors
980,L48159,L,296.2,306.8,1389,53.3,,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-06-25"", ""all_passed"": false}"
3706,M18565,M,302.0,311.3,1725,27.7,23.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-09-27"", ""all_passed"": true}"
1230,L48409,L,297.1,308.4,1304,53.5,153.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""night"", ""date"": ""2024-11-09"", ""all_passed"": true}"
574,L47753,L,297.9,309.9,1472,45.0,183.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Jensen"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-03-23"", ""all_passed"": false}"
1444,L48623,L,298.9,310.1,1602,38.2,58.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen""], ""shift"": ""swing"", ""date"": ""2024-05-23"", ""all_passed"": true}"
7516,M22375,M,300.4,311.9,1335,58.3,9.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""night"", ""date"": ""2024-05-20"", ""all_passed"": true}"
1050,L48229,L,296.5,307.6,1415,44.2,106.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""night"", ""date"": ""2024-01-02"", ""all_passed"": true}"
4256,M19115,M,302.5,311.0,1387,52.1,116.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-02-13"", ""all_passed"": false}"
5492,M20351,M,302.7,312.2,1350,58.6,2.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson""], ""shift"": ""day"", ""date"": ""2024-11-28"", ""all_passed"": true}"
9471,H38884,H,298.6,309.4,1439,47.1,149.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-07-18"", ""all_passed"": true}"
313,L47492,L,297.9,308.6,1468,36.0,168.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-10-09"", ""all_passed"": true}"
6877,L54056,L,300.8,311.2,1430,54.4,85.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-05-07"", ""all_passed"": true}"
435,M15294,M,297.5,308.5,1484,44.7,40.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""day"", ""date"": ""2024-09-19"", ""all_passed"": true}"
5844,L53023,L,301.5,311.2,1700,28.8,39.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""night"", ""date"": ""2024-09-28"", ""all_passed"": true}"
7422,M22281,M,300.1,311.4,1342,48.5,203.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Gupta"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-02-13"", ""all_passed"": true}"
3815,M18674,M,302.1,310.6,1326,59.1,88.0,1,Heat Dissipation Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-12-28"", ""all_passed"": true}"
9732,L56911,L,298.8,310.0,1389,49.6,149.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""night"", ""date"": ""2024-09-23"", ""all_passed"": true}"
8069,M22928,Medium,300.5,311.9,1676,35.2,97.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-12-17"", ""all_passed"": true}"
5005,L52184,L,303.7,312.8,1364,46.3,44.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-04-26"", ""all_passed"": true}"
5010,L52189,L,303.7,312.8,1523,40.7,59.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-08-19"", ""all_passed"": false}"
449,L47628,L,297.5,308.6,1552,44.9,77.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-03-15"", ""all_passed"": true}"
3203,L50382,L,300.2,309.2,1430,43.4,24.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Gupta"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-11-02"", ""all_passed"": true}"
2053,L49232,L,299.5,309.3,1477,40.4,138.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-10-03"", ""all_passed"": true}"
4091,L51270,L,302.0,310.5,2197,15.8,133.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-03-18"", ""all_passed"": true}"
1228,L48407,L,297.1,308.4,1422,42.1,148.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-06-26"", ""all_passed"": true}"
2054,L49233,L,299.5,309.3,1382,61.0,140.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-06-14"", ""all_passed"": true}"
4137,L51316,l,301.7,310.1,1487,48.0,36.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-02-25"", ""all_passed"": true}"
125,L47304,L,298.9,308.7,1727,29.4,116.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""night"", ""date"": ""2024-03-07"", ""all_passed"": true}"
6998,M21857,M,300.6,310.7,1566,38.2,187.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""night"", ""date"": ""2024-12-09"", ""all_passed"": true}"
7910,L55089,L,300.7,312.2,1590,38.5,148.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Keller"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-06-19"", ""all_passed"": true}"
5114,L52293,L,304.1,313.6,1382,46.7,134.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-09-17"", ""all_passed"": true}"
1360,L48539,L,298.7,310.2,1404,50.3,54.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-03-18"", ""all_passed"": true}"
7067,M21926,M,300.8,310.7,1572,36.2,167.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-02-17"", ""all_passed"": true}"
5108,L52287,L,303.9,313.2,1540,44.4,119.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""night"", ""date"": ""2024-03-25"", ""all_passed"": true}"
7289,M22148,M,300.2,310.6,1983,20.8,83.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-04-17"", ""all_passed"": true}"
8603,L55782,L,297.4,308.1,1729,31.7,204.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-02-04"", ""all_passed"": true}"
513,L47692,L,297.5,309.2,1426,44.8,24.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-01-06"", ""all_passed"": true}"
9495,L56674,L,299.2,309.9,1516,41.4,219.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Jensen"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-05-24"", ""all_passed"": true}"
9862,M24721,M,298.7,309.6,1800,24.8,78.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer""], ""shift"": ""day"", ""date"": ""2024-12-18"", ""all_passed"": true}"
598,H30011,H,297.6,309.6,1428,46.6,13.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Iqbal"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-09-14"", ""all_passed"": true}"
3353,L50532,L,301.4,310.8,1610,34.6,187.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Hofmann"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-05-08"", ""all_passed"": true}"
1617,H31030,H,297.8,307.8,1662,30.7,,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""night"", ""date"": ""2024-09-17"", ""all_passed"": true}"
3705,M18564,M,302.0,311.2,1400,49.5,20.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""day"", ""date"": ""2024-07-25"", ""all_passed"": true}"
2064,L49243,L,299.7,309.6,1321,53.4,166.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-08-08"", ""all_passed"": true}"
1063,L48242,L,296.8,307.9,1372,49.0,140.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-02-21"", ""all_passed"": false}"
7579,L54758,l,300.4,311.2,1673,28.9,171.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Keller"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-05-09"", ""all_passed"": true}"
255,L47434,L,298.0,308.2,1514,37.9,9.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-09-22"", ""all_passed"": true}"
9135,L56314,L,297.7,308.7,1449,40.2,95.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-01-04"", ""all_passed"": true}"
5575,L52754,L,302.4,312.0,1305,49.1,16.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-07-05"", ""all_passed"": true}"
1859,M16718,M,297.8,307.4,1488,36.1,57.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-11-23"", ""all_passed"": true}"
3301,H32714,H,301.3,310.4,1538,38.4,65.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""night"", ""date"": ""2024-02-20"", ""all_passed"": true}"
7518,L54697,L,300.3,311.7,1445,47.3,15.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-02-28"", ""all_passed"": true}"
3954,M18813,M,302.3,311.4,1484,39.5,22.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-08-18"", ""all_passed"": true}"
4820,L51999,L,303.6,312.2,1696,30.7,5.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""day"", ""date"": ""2024-10-15"", ""all_passed"": true}"
4581,L51760,L,303.0,311.2,1494,37.0,67.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""day"", ""date"": ""2024-09-15"", ""all_passed"": true}"
8643,M23502,M,297.5,308.4,1596,36.6,80.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-09-30"", ""all_passed"": true}"
5166,L52345,L,304.2,313.4,1421,43.4,56.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-05-17"", ""all_passed"": false}"
6276,L53455,L,301.3,310.8,1628,32.2,43.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-09-01"", ""all_passed"": true}"
5378,L52557,L,302.9,312.4,2030,19.1,192.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-05-29"", ""all_passed"": true}"
606,M15465,M,297.9,309.8,1693,29.9,35.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""day"", ""date"": ""2024-04-01"", ""all_passed"": true}"
7882,L55061,L,300.8,312.4,1493,39.1,79.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""swing"", ""date"": ""2024-07-17"", ""all_passed"": true}"
2969,M17828,M,300.6,309.4,1312,45.2,73.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""day"", ""date"": ""2024-05-28"", ""all_passed"": true}"
2282,L49461,L,299.3,308.7,1536,38.9,94.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Iqbal"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-03-15"", ""all_passed"": true}"
1349,L48528,L,298.7,310.2,1363,45.5,28.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-05-04"", ""all_passed"": true}"
7242,M22101,M,299.9,310.0,1484,42.1,182.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""night"", ""date"": ""2024-05-12"", ""all_passed"": true}"
7426,M22285,M,300.0,311.4,1791,24.1,213.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""day"", ""date"": ""2024-09-10"", ""all_passed"": true}"
9886,L57065,L,298.8,309.6,1613,27.7,143.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-11-10"", ""all_passed"": true}"
5293,M20152,M,303.9,313.3,1567,35.0,168.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Keller"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-01-14"", ""all_passed"": true}"
2132,L49311,L,299.4,309.1,1432,45.4,137.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Hofmann"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-11-12"", ""all_passed"": true}"
9082,L56261,L,297.3,308.0,1527,35.1,165.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner""], ""shift"": ""night"", ""date"": ""2024-02-06"", ""all_passed"": false}"
3568,L50747,L,301.8,310.5,1548,34.1,93.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-11-13"", ""all_passed"": true}"
5450,L52629,L,303.1,312.8,2329,15.1,113.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-10-18"", ""all_passed"": true}"
6224,M21083,M,301.1,310.9,1552,37.9,126.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""day"", ""date"": ""2024-05-05"", ""all_passed"": true}"
4777,L51956,L,303.5,312.1,1522,36.4,107.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Jensen"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-03-14"", ""all_passed"": true}"
204,L47383,L,298.4,308.5,1490,37.9,110.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""night"", ""date"": ""2024-06-09"", ""all_passed"": true}"
5787,L52966,L,301.7,311.2,1521,36.7,130.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-09-07"", ""all_passed"": true}"
1278,M16137,M,298.2,309.4,1408,46.5,76.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-01-16"", ""all_passed"": true}"
107,L47286,L,298.8,308.7,1445,48.5,70.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""day"", ""date"": ""2024-02-02"", ""all_passed"": true}"
2475,L49654,L,298.9,308.5,1503,40.6,145.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-05-22"", ""all_passed"": false}"
855,M15714,M,296.3,307.3,1498,,15.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-11-20"", ""all_passed"": false}"
2989,M17848,M,300.6,309.8,1532,42.5,130.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-10-01"", ""all_passed"": true}"
745,L47924,L,296.7,308.1,1450,40.9,195.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-02-16"", ""all_passed"": true}"
7192,L54371,L,300.3,310.3,1629,34.1,52.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-02-07"", ""all_passed"": true}"
3748,L50927,L,302.5,311.1,1499,38.8,135.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-12-06"", ""all_passed"": true}"
2563,L49742,L,299.3,309.1,1551,39.1,147.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-12-18"", ""all_passed"": true}"
5353,M20212,M,303.4,312.8,1590,36.3,113.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-05-26"", ""all_passed"": true}"
1382,M16241,M,298.8,310.2,1583,35.7,116.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-09-23"", ""all_passed"": true}"
4098,L51277,L,301.9,310.4,1518,34.1,155.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-06-24"", ""all_passed"": true}"
7294,L54473,L,300.1,310.5,1627,29.2,95.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-07-23"", ""all_passed"": true}"
2698,L49877,L,300.0,309.6,1618,28.7,53.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-12-24"", ""all_passed"": true}"
4617,L51796,L,303.1,311.4,1829,24.5,159.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-07-05"", ""all_passed"": true}"
2496,M17355,M,299.1,308.8,1491,41.0,209.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-12-14"", ""all_passed"": true}"
6407,L53586,L,300.2,309.8,1526,45.6,175.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-12-26"", ""all_passed"": true}"
8292,L55471,L,298.9,310.5,1717,26.9,17.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-01-14"", ""all_passed"": true}"
78,L47257,L,298.8,308.9,1455,41.3,208.0,1,Tool Wear Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-05-30"", ""all_passed"": true}"
7801,M22660,M,300.1,311.4,1524,40.6,98.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-10-10"", ""all_passed"": false}"
7194,L54373,L,300.1,310.1,1306,64.7,57.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-02-23"", ""all_passed"": true}"
747,L47926,L,296.8,308.1,1289,62.0,199.0,1,Overstrain Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-12-12"", ""all_passed"": true}"
4735,L51914,L,303.2,311.5,1507,39.2,225.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-02-07"", ""all_passed"": true}"
6999,M21858,M,300.6,310.7,1388,42.9,190.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-08-30"", ""all_passed"": true}"
3562,L50741,L,301.7,310.6,1486,38.5,78.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Iqbal"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-06-13"", ""all_passed"": true}"
5416,M20275,M,302.6,312.4,1410,50.3,33.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-11-16"", ""all_passed"": false}"
7878,L55057,L,300.7,312.3,1420,53.8,67.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""night"", ""date"": ""2024-06-07"", ""all_passed"": true}"
6237,M21096,M,301.3,310.9,1512,36.9,159.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-06-08"", ""all_passed"": false}"
4251,L51430,L,302.6,311.0,1660,38.0,99.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-05-21"", ""all_passed"": true}"
3298,L50477,L,301.2,310.3,1548,38.6,59.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""day"", ""date"": ""2024-06-27"", ""all_passed"": true}"
3880,M18739,M,302.6,311.7,1430,51.7,32.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-09-24"", ""all_passed"": true}"
1047,L48226,L,296.4,307.5,1331,47.8,,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""night"", ""date"": ""2024-04-26"", ""all_passed"": true}"
439,L47618,L,297.4,308.4,1341,52.2,49.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner""], ""shift"": ""day"", ""date"": ""2024-11-01"", ""all_passed"": true}"
3386,L50565,L,301.5,310.7,1466,43.6,56.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-04-07"", ""all_passed"": true}"
425,L47604,L,297.3,308.4,1430,45.7,15.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-10-15"", ""all_passed"": true}"
4969,M19828,M,303.9,312.7,1485,43.3,174.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-01-15"", ""all_passed"": true}"
7626,L54805,L,300.6,311.7,1556,34.9,76.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Chen""], ""shift"": ""swing"", ""date"": ""2024-07-09"", ""all_passed"": true}"
7034,M21893,M,300.7,310.8,1469,46.4,75.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""night"", ""date"": ""2024-05-02"", ""all_passed"": true}"
1099,M15958,M,296.9,307.4,1521,37.9,27.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-12-29"", ""all_passed"": true}"
